# 30 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

達;タツ;;достигать, доходить (до чего-л.)
遊;ユウ、ユ;あそぶ;играть, развлекаться
量;リョウ;はかる;мерить, измерять, взвешивать, подсчитывать, вычислять
陽;ヨウ;;солнце, солнечный, положительный, "Ян"
階;カイ;;этаж, уровень
雲;ウン;くも;облако
順;ジュン;;порядок, последовательность
勢;セイ;いきおい;сила, мощь, энергия, напряжение, побуждение, импульс
園;エン;その;сад,сад
寝;シン;ねる、ねかす;ложиться, засыпать
