# 18 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

軍;グン;;военный
逆;ギャク;さか、さからう;задом наперёд,идти против чего-л.
退;タイ;しりぞく|しりぞける;отступать|отгонять
追;ツイ;おう;гнать, преследовать
迷;メイ;まよう;быть растерянным, сомневаться, заблудиться
限;ゲン;かぎる;ограничиваться
面;メン;おも、おもて;лицо, поверхность [воды]
飛;ヒ;とぶ、とばす;летать, прыгать, разбрасывать
個;コ;;индивидуальный
候;コウ;;сезон, погода
