# 14 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

果;カ;はたす、はてる、はて;плод,исполнить, предел, результат
泣;キュウ;なく;плакать
治;ジ、チ;おさめる、おさまる、なおす、なおる;управлять, усмирять, лечить
波;ハ;なみ;волна
法;ホウ、ハッ、ホッ;;закон
油;ユ;あぶら;масло (растительное или техническое)
的;テキ;まと;цель, мишень, объект чего-л.
直;チョク、ジキ;ただちに、なおす、なおる;немедленно, непосредственно, чинить
育;イク;そだつ、そだてる、はぐくむ;развиваться, расти, воспитывать
苦;ク;くるしい、くるしむ、くるしめる、にがい、にがる;тяжёлый, мучительный
