# 01 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

丁;チョウ、テイ;;четный, лист, квартал, Т-образный
与;ヨ;あたえる;предоставлять, давать
丸;ガン;まる、まるい、めるめる;круг,круглый
才;サイ;;талант, способности, годы, возраст
予;ヨ;;заранее
公;コウ;おおやけ;открытый, гласный, публичный
化;カ、ケ;ばける、ばかす;принять чей-л. облик,околдовывать
反;ハン、ホン、タン;そる、そらす;против, анти-,мера площади
夫;フ、フウ;おっと;муж
戸;コ;と;дверь
