# 08 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

冷;レイ;つめたい、ひえる、ひやす、さめる、さます、ひや、ひやかす;холодный, бесстрастный, мёрзнуть
利;リ;きく;действовать, оказывать эффект
初;ショ;はじめ、はじめて、はつ、うい、そめる;начало, впервые
判;ハン、バン;;судить, решать, понимать, печать
助;ジョ;たすける、たすかる、すけ;спасать, помогать
努;ド;つとめる;стараться
労;ロウ;;труд
告;コク;つげる;сообщать, провозглашать
困;コン;こまる;быть в затруднении
完;カン;;завершение, совершенство
