# 04 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

由;ユウ、ユ、ユイ;よし;причина, основание, способ
石;セキ、シャク、コク;いし;камень
示;ジ、シ;しめす;указывать на что-л., показывать, обозначать
礼;レイ、ライ;;поклон, вежливость
込;;こむ、こめる;быть переполненным
辺;ヘン;あたり、べ;окрестности
両;リョウ;;оба
争;ソウ;あらそう;спорить, соревноваться, ссориться
交;コウ;まじわる、まじえる、まじる、まぜる、かう、かわす;общаться, пересекаться,смешивать
件;ケン;;случай, инцидент
