# 35 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

熱;ネツ;あつい;горячий, пылкий, страстный
確;カク;たしか、たしかめる;достоверный,уточнять
線;セン;;линия
課;カ;;отдел, урок, задание
談;ダン;;разговор
調;チョウ;しらべる、ととのう、ととのえる;исследовать, проверить, допрашивать
論;ロン;;рассуждать, спорить, взгляд, возражение
賞;ショウ;;награда
選;セン;えらぶ;выбирать, избирать
整;セイ;ととのえる、ととのう;приводить в порядок
