# 21 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

涙;ルイ;なみだ;слеза, слёзы
留;リュウ、ル;とめる、とまる;задерживать, оставлять (в памяти, сердце)
笑;ショウ;わらう、えむ;смеяться,улыбаться
能;ノウ;;способности, театр Но,
航;コウ;;курсировать
般;ハン;;категория, род, вид, период времени
記;キ;しるす;записывать, писать
造;ゾウ;つくる;делать, изготовлять, строить, создавать, творить
速;ソク;はやい、はやめる、はやまる、すみやか;быстрый, скорый,ускорять,ускоряться,немедленно, быстро
連;レン;つれる、つらねる、つらなる;брать с собой, стоять в ряд, принимать участие
