# 36 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

機;キ;はた;механизм
橋;キョウ;はし;мост
積;セキ;つむ、つもる;наваливать,наваливаться
輸;ユ;;перевозить, перемещать, импорт, экспорт
録;ロク;;записывать, регистрировать
職;ショク;;должность, работа, профессия
観;カン;;осматривать
難;ナン;むずかしい、かたい;трудный, тяжёлый, сложный
額;ガク;ひたい;сумма,лоб
類;ルイ;たぐい;вид, сорт
