# 16 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

客;キャク、カク;;гость
指;シ;ゆび、さす;палец,показывать, указывать
政;セイ、ショウ;まつりごと;уст. управление государством
昨;サク;;вчера, прошлый
星;セイ、ショウ;ほし;звезда, пятно, пятнышко, отметка
査;サ;;расследовать
相;ソウ、ショウ;あい;министр, взаимный
段;ダン;;ступень
活;カツ;;деятельность, активность
点;テン;;точка, отметка, балл, пункт, точка зрения
