# 05 - Kanji;;;
* Kanji;オンヨミ;くんよみ;*Meaning

伝;デン;つたわる、つたえる、つたう;передаваться, распространяться
任;ニン;まかせる、まかす;поручать, доверять
全;ゼン;すべて、すべて、て;все, полностью
共;キョウ;とも;с, вместе
再;サイ、サ;ふたたび;повторно, вторично
印;イン;しるし;символ, знак, указатель
危;キ;あぶない、あやうい、あやぶむ;опасный
各;カク;おのおの;каждый
吸;キュウ;すう;сосать, втягивать, курить
向;コウ;むく、むける、むかう、むこう;поворачивать,та сторона, [вон] там
